user_id,age,gender,attention,block_number,trial_number,trial_type,conditions,p_inspection,inspection,fine_size,profitable_side,true_side,choice,trial_payoff,alternative_payoff,choice_correct,rt_choice,block_errors,final_errors,block_payoff,final_payoff,error,b1_cheating,b2_cheating,b1_sum,b2_sum
5d94aee42efd5f0017023e9e,18,female,1,2,97,Ambigous_right,3,0,0,0,left,right,right,1,2,1,0.152,5,12,140,278,0,0,0,0,2
5d94aee42efd5f0017023e9e,18,female,1,2,99,Ambigous_right,3,0,0,0,left,right,right,1,2,1,0.154,5,12,140,278,0,0,0,0,2
5df2476e398bb6146cb2c8e1,29,male,1,1,2,Ambigous_right,2,10,0,0,left,right,right,1,20,1,0.245,13,20,510,1190,0,0,0,9,0
5df2476e398bb6146cb2c8e1,29,male,1,1,5,Ambigous_right,2,10,0,0,left,right,left,20,1,0,0.165,13,20,510,1190,1,1,0,9,0
5df2476e398bb6146cb2c8e1,29,male,1,1,7,Ambigous_right,2,10,0,0,left,right,right,1,20,1,0.17600000000000002,13,20,510,1190,0,0,0,9,0
5df2476e398bb6146cb2c8e1,29,male,1,1,13,Ambigous_right,2,10,0,0,left,right,left,20,1,0,0.307,13,20,510,1190,1,1,0,9,0
5df2476e398bb6146cb2c8e1,29,male,1,1,17,Ambigous_right,2,10,0,0,left,right,right,1,20,1,0.24,13,20,510,1190,0,0,0,9,0
5df2476e398bb6146cb2c8e1,29,male,1,1,21,Ambigous_right,2,10,0,0,left,right,left,20,1,0,0.201,13,20,510,1190,1,1,0,9,0
5df2476e398bb6146cb2c8e1,29,male,1,1,22,Ambigous_right,2,10,0,0,left,right,left,20,1,0,0.188,13,20,510,1190,1,1,0,9,0
5df2476e398bb6146cb2c8e1,29,male,1,1,35,Ambigous_right,2,10,0,0,left,right,right,1,20,1,0.208,13,20,510,1190,0,0,0,9,0
5df2476e398bb6146cb2c8e1,29,male,1,1,37,Ambigous_right,2,10,0,0,left,right,left,20,1,0,0.408,13,20,510,1190,1,1,0,9,0
5df2476e398bb6146cb2c8e1,29,male,1,1,40,Ambigous_right,2,10,1,180,left,right,left,-160,-179,0,0.308,13,20,510,1190,1,1,0,9,0
5df2476e398bb6146cb2c8e1,29,male,1,1,50,Ambigous_right,2,10,0,0,left,right,right,1,20,1,0.125,13,20,510,1190,0,0,0,9,0
5df2476e398bb6146cb2c8e1,29,male,1,1,55,Ambigous_right,2,10,0,0,left,right,right,1,20,1,0.16,13,20,510,1190,0,0,0,9,0
5df2476e398bb6146cb2c8e1,29,male,1,1,63,Ambigous_right,2,10,0,0,left,right,right,1,20,1,0.128,13,20,510,1190,0,0,0,9,0
5df2476e398bb6146cb2c8e1,29,male,1,1,64,Ambigous_right,2,10,0,0,left,right,right,1,20,1,0.194,13,20,510,1190,0,0,0,9,0
5df2476e398bb6146cb2c8e1,29,male,1,1,67,Ambigous_right,2,10,0,0,left,right,left,20,1,0,0.168,13,20,510,1190,1,1,0,9,0
5df2476e398bb6146cb2c8e1,29,male,1,1,72,Ambigous_right,2,10,0,0,left,right,right,1,20,1,0.245,13,20,510,1190,0,0,0,9,0
5df2476e398bb6146cb2c8e1,29,male,1,1,80,Ambigous_right,2,10,0,0,left,right,right,1,20,1,0.092,13,20,510,1190,0,0,0,9,0
5df2476e398bb6146cb2c8e1,29,male,1,1,82,Ambigous_right,2,10,0,0,left,right,right,1,20,1,0.213,13,20,510,1190,0,0,0,9,0
5df2476e398bb6146cb2c8e1,29,male,1,1,85,Ambigous_right,2,10,1,180,left,right,right,1,-160,1,0.097,13,20,510,1190,0,0,0,9,0
5df2476e398bb6146cb2c8e1,29,male,1,1,90,Ambigous_right,2,10,0,0,left,right,right,1,20,1,0.08900000000000001,13,20,510,1190,0,0,0,9,0
5df2476e398bb6146cb2c8e1,29,male,1,1,91,Ambigous_right,2,10,0,0,left,right,right,1,20,1,0.18,13,20,510,1190,0,0,0,9,0
5df2476e398bb6146cb2c8e1,29,male,1,1,94,Ambigous_right,2,10,0,0,left,right,left,20,1,0,0.118,13,20,510,1190,1,1,0,9,0
