user_id,age,gender,attention,block_number,trial_number,trial_type,conditions,p_inspection,inspection,fine_size,profitable_side,points_right,points_left,exchange_ratio,basic_payment,true_side,choice,trial_payoff,alternative_payoff,choice_correct,rt_choice,block_errors,final_errors,block_payoff,final_payoff,bonus,final_payment,date,time,error
569051eca3b94e000b6bed59,42,female,1,1,93,Clear_not_profit_side,low_enforcement,10,0,0,right,12,18,1000,1.45,left,left,0.0,10.0,1,0.159,14,28,371.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,0
569051eca3b94e000b6bed59,42,female,1,1,96,Ambigous_left,low_enforcement,10,0,0,right,14,16,1000,1.45,left,left,0.0,10.0,1,0.215,14,28,371.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,0
569051eca3b94e000b6bed59,42,female,1,1,97,Clear_not_profit_side,low_enforcement,10,0,0,right,12,18,1000,1.45,left,left,0.0,10.0,1,0.217,14,28,371.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,0
569051eca3b94e000b6bed59,42,female,1,1,98,Ambigous_left,low_enforcement,10,0,0,right,14,16,1000,1.45,left,left,0.0,10.0,1,0.295,14,28,371.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,0
569051eca3b94e000b6bed59,42,female,1,1,99,Clear_not_profit_side,low_enforcement,10,0,0,right,12,18,1000,1.45,left,left,0.0,10.0,1,0.168,14,28,371.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,0
569051eca3b94e000b6bed59,42,female,1,1,100,Ambigous_left,low_enforcement,10,0,0,right,14,16,1000,1.45,left,right,10.0,0.0,0,0.17300000000000001,14,28,371.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,1
569051eca3b94e000b6bed59,42,female,1,2,1,Ambigous_left,low_enforcement,10,0,0,right,14,16,1000,1.45,left,right,10.0,0.0,0,0.165,14,28,411.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,1
569051eca3b94e000b6bed59,42,female,1,2,2,Clear_not_profit_side,low_enforcement,10,0,0,right,12,18,1000,1.45,left,left,0.0,10.0,1,0.358,14,28,411.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,0
569051eca3b94e000b6bed59,42,female,1,2,3,Ambigous_left,low_enforcement,10,0,0,right,14,16,1000,1.45,left,left,0.0,10.0,1,0.139,14,28,411.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,0
569051eca3b94e000b6bed59,42,female,1,2,4,Clear_not_profit_side,low_enforcement,10,0,0,right,12,18,1000,1.45,left,left,0.0,10.0,1,0.175,14,28,411.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,0
569051eca3b94e000b6bed59,42,female,1,2,6,Ambigous_left,low_enforcement,10,0,0,right,14,16,1000,1.45,left,left,0.0,10.0,1,0.163,14,28,411.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,0
569051eca3b94e000b6bed59,42,female,1,2,9,Ambigous_left,low_enforcement,10,0,0,right,14,16,1000,1.45,left,left,0.0,10.0,1,0.151,14,28,411.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,0
569051eca3b94e000b6bed59,42,female,1,2,10,Ambigous_left,low_enforcement,10,0,0,right,14,16,1000,1.45,left,right,10.0,0.0,0,0.18600000000000005,14,28,411.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,1
569051eca3b94e000b6bed59,42,female,1,2,12,Clear_not_profit_side,low_enforcement,10,1,99,right,12,18,1000,1.45,left,left,0.0,-89.0,1,0.23600000000000002,14,28,411.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,0
569051eca3b94e000b6bed59,42,female,1,2,13,Clear_not_profit_side,low_enforcement,10,0,0,right,12,18,1000,1.45,left,left,0.0,10.0,1,0.153,14,28,411.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,0
569051eca3b94e000b6bed59,42,female,1,2,21,Clear_not_profit_side,low_enforcement,10,0,0,right,12,18,1000,1.45,left,left,0.0,10.0,1,0.166,14,28,411.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,0
569051eca3b94e000b6bed59,42,female,1,2,23,Ambigous_left,low_enforcement,10,0,0,right,14,16,1000,1.45,left,right,10.0,0.0,0,0.165,14,28,411.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,1
569051eca3b94e000b6bed59,42,female,1,2,25,Clear_not_profit_side,low_enforcement,10,0,0,right,12,18,1000,1.45,left,left,0.0,10.0,1,0.158,14,28,411.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,0
569051eca3b94e000b6bed59,42,female,1,2,26,Ambigous_left,low_enforcement,10,0,0,right,14,16,1000,1.45,left,left,0.0,10.0,1,0.159,14,28,411.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,0
569051eca3b94e000b6bed59,42,female,1,2,27,Ambigous_left,low_enforcement,10,0,0,right,14,16,1000,1.45,left,left,0.0,10.0,1,0.284,14,28,411.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,0
569051eca3b94e000b6bed59,42,female,1,2,28,Clear_not_profit_side,low_enforcement,10,0,0,right,12,18,1000,1.45,left,left,0.0,10.0,1,0.172,14,28,411.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,0
569051eca3b94e000b6bed59,42,female,1,2,30,Clear_not_profit_side,low_enforcement,10,0,0,right,12,18,1000,1.45,left,left,0.0,10.0,1,0.171,14,28,411.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,0
569051eca3b94e000b6bed59,42,female,1,2,31,Ambigous_left,low_enforcement,10,0,0,right,14,16,1000,1.45,left,right,10.0,0.0,0,0.32299999999999995,14,28,411.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,1
569051eca3b94e000b6bed59,42,female,1,2,32,Clear_not_profit_side,low_enforcement,10,0,0,right,12,18,1000,1.45,left,left,0.0,10.0,1,0.158,14,28,411.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,0
569051eca3b94e000b6bed59,42,female,1,2,33,Ambigous_left,low_enforcement,10,0,0,right,14,16,1000,1.45,left,left,0.0,10.0,1,0.151,14,28,411.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,0
569051eca3b94e000b6bed59,42,female,1,2,34,Ambigous_left,low_enforcement,10,0,0,right,14,16,1000,1.45,left,right,10.0,0.0,0,0.151,14,28,411.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,1
569051eca3b94e000b6bed59,42,female,1,2,35,Clear_not_profit_side,low_enforcement,10,0,0,right,12,18,1000,1.45,left,left,0.0,10.0,1,0.16,14,28,411.0,782.0,0.782,2.2319999999999998,12-06-2020,14:35:36,0
